WKT	NAME	NAME_EN	NAME_RU	RAILWAY	GAUGE	SERVICE	BRIDGE	TUNNEL	OSM_TYPE	OSM_ID
"LINESTRING (22.1842197 54.5780873,22.1846382 54.5775889,22.184797 54.5774441,22.185015 54.5772982,22.1850947 54.5772512,22.1852334 54.5771694,22.1857583 54.5769776,22.1860514 54.5768832,22.1864031 54.5767982,22.1868153 54.5767211,22.1881262 54.5765445,22.1910361 54.5761766,22.1945374 54.5756821)"				abandoned		spur			way	"68543207"
"LINESTRING (21.8678094 55.0682139,21.8675419 55.0677056,21.8670922 55.0670923,21.8660857 55.0657616,21.8642691 55.0633598,21.8631318 55.061856,21.8622485 55.0603632,21.8617038 55.0586607,21.8615139 55.0566019,21.8615544 55.0527572,21.8615493 55.0499924,21.8615506 55.043859,21.8613639 55.0334531,21.8613681 55.0330975,21.8614704 55.0244099,21.8615183 55.0221413,21.861765 55.020958,21.8629407 55.0186458,21.8697807 55.0058225,21.8716857 55.0022016,21.8782879 54.989846,21.8792275 54.9877904,21.8861452 54.9765388,21.8863161 54.9762548,21.8870583 54.9750276,21.8977669 54.9584293,21.905835 54.9453183,21.9117719 54.9334539,21.9149975 54.9272591,21.920201 54.9172953,21.9207409 54.9161214,21.9210877 54.9152004,21.9213114 54.9143661,21.9214841 54.9131823,21.9213429 54.911212,21.9208304 54.907579,21.9207944 54.9072401,21.9206254 54.9060285,21.9205125 54.9048633,21.9203723 54.9036159)"				rail	"1520"				way	"68533636"
"LINESTRING (20.4174814 54.6242759,20.4179064 54.6246139)"				rail		siding			way	"67168929"
"LINESTRING (20.4100528 54.6169734,20.4103994 54.617238,20.4108282 54.6176152,20.4121284 54.6189151,20.4138345 54.620606,20.4154978 54.6222449,20.4164895 54.6232191,20.4179064 54.6246139,20.4181176 54.6248217,20.4187208 54.6253907)"				rail		siding			way	"67168928"
"LINESTRING (20.3595164 54.6441065,20.358003 54.6442944,20.3570868 54.6444353,20.3564431 54.6445528,20.3557067 54.6445796,20.3550682 54.6445537,20.3545122 54.6444823,20.3539613 54.6444018)"				rail	"1520"	spur			way	"73876184"
"LINESTRING (20.5341049 54.6633663,20.5343174 54.6627854,20.5345716 54.66219,20.5346641 54.6617238,20.5348899 54.6610476,20.5351623 54.6606518,20.5355609 54.6600677,20.5365961 54.6576411,20.5370511 54.6564642,20.537343 54.6558038)"				rail	"1520"	spur			way	"64460713"
"LINESTRING (20.4000228 54.6548069,20.3969237 54.6544701,20.3935659 54.6541085,20.3917604 54.6539058,20.3907687 54.6537998,20.3896638 54.6536751,20.3863754 54.6533048,20.3847591 54.6531232,20.384177 54.6530203,20.3834009 54.652855,20.3819134 54.6523717,20.3789059 54.6513988,20.3751277 54.6502076,20.3702177 54.6486765,20.3658843 54.64732,20.3635829 54.6465778,20.3628553 54.6463501,20.3614055 54.6459384,20.3605593 54.645717,20.3599071 54.6455736,20.3582769 54.6452612)"				rail	"1520"				way	"73876178"
"LINESTRING (20.5346947 54.6611198,20.5347921 54.6607594,20.5350712 54.659209,20.5353166 54.6579199,20.535402 54.65731,20.5354092 54.6569679,20.5353222 54.6566173)"				rail	"1520"	siding			way	"64472071"
"LINESTRING (20.5317988 54.6695502,20.5318269 54.6692973,20.5318695 54.6689203,20.5319278 54.6684058,20.5323426 54.6660553)"				rail		spur			way	"64455302"
"LINESTRING (20.5343758 54.661638,20.5346493 54.6609847,20.5347402 54.6606693,20.5349868 54.6591714,20.5352453 54.6577592,20.5353308 54.6571616,20.5353166 54.656733,20.5353222 54.6566173,20.5353308 54.6564404,20.5353633 54.6559922,20.53554 54.6554654,20.5356961 54.6550556,20.5359681 54.6546705,20.537087 54.6535098,20.5374034 54.653233,20.5379435 54.6529875,20.5384653 54.6528488,20.5388778 54.6527183,20.5396127 54.6522708,20.539851 54.6520593,20.5402766 54.6516815,20.5432548 54.6487054)"				rail	"1520"	siding			way	"64472069"
"LINESTRING (20.5328568 54.6628569,20.5335464 54.6591122,20.5339039 54.6572474,20.5339987 54.6567286,20.5343487 54.6562477,20.5346258 54.655758)"				rail	"1520"	siding			way	"64472068"
"LINESTRING (20.5346641 54.6617238,20.5350759 54.6610783,20.535448 54.6607555,20.5363315 54.6603213,20.5366509 54.6602143,20.5381783 54.6599371,20.5406682 54.6594944)"				rail		spur			way	"64472067"
"LINESTRING (20.5321965 54.6714957,20.5320182 54.6707476)"				rail		siding			way	"64454276"
"LINESTRING (20.5338673 54.6622792,20.5338548 54.6618356,20.5338465 54.6616452,20.5343008 54.6591732,20.5347609 54.6564527,20.5348506 54.6560026,20.5351379 54.6554681)"				rail	"1520"	siding			way	"64460715"
"LINESTRING (20.5369384 54.6702009,20.5369554 54.6701067,20.537043 54.6696774,20.5370595 54.6694669,20.5370642 54.6693299,20.5370368 54.6691945,20.5369811 54.6690507,20.5369007 54.6688842,20.5368242 54.6687575,20.5367326 54.6686434,20.5366478 54.6685528,20.5365399 54.6684504,20.5364004 54.6683338,20.5349688 54.6673546)"				rail		spur			way	"64454614"
"LINESTRING (20.527776 54.677708,20.5262502 54.6789098,20.5235755 54.6809543,20.5224386 54.6815634)"				rail	"1520"				way	"64442841"
"LINESTRING (20.5334723 54.6713228,20.534135 54.6678454,20.5341569 54.6675603,20.5340912 54.6672816,20.5339542 54.666835,20.5337766 54.6662938)"				rail		spur			way	"64454610"
"LINESTRING (20.539851 54.6520593,20.54018 54.6516405,20.5430872 54.6486718)"				rail	"1520"	spur			way	"64495040"
"LINESTRING (20.5322102 54.6708947,20.5321801 54.670633,20.5322025 54.6703931,20.5330546 54.6657667,20.5334043 54.6638118,20.5335555 54.6632078,20.5335798 54.6625684,20.5333622 54.6619711,20.5333172 54.6618477)"				rail		siding			way	"64455301"
"LINESTRING (20.4637534 54.7105604,20.4635071 54.7106157,20.4633429 54.7106473,20.4630693 54.7106342)"				rail	"1520"	spur			way	"74948784"
"LINESTRING (20.5338548 54.6618356,20.5339362 54.6615988,20.5343697 54.6591848,20.5348606 54.6564733,20.5349495 54.656013,20.5350937 54.6557382)"				rail	"1520"	siding			way	"64472065"
"LINESTRING (20.1489367 54.9336469,20.1433719 54.9353148,20.1407578 54.9361509,20.1395718 54.9365795,20.1362724 54.9380139)"				rail	"1520"				way	"71506178"
"LINESTRING (20.5319129 54.6805124,20.5315478 54.6802945,20.5310952 54.6800044,20.5306778 54.679683,20.5303426 54.6793013,20.5300535 54.6788685,20.529884 54.6784908,20.5297675 54.6780574,20.5297575 54.6778323,20.5297986 54.6774023,20.5298679 54.6771291,20.5300543 54.6767502,20.53024 54.6764659,20.5303805 54.6762251,20.5308519 54.6756321,20.5313504 54.6749696,20.5314917 54.6747545,20.5316593 54.6744748,20.5318185 54.6741886,20.5319627 54.6738738,20.5320413 54.6736477,20.5321785 54.6729301,20.5322658 54.6724,20.5323354 54.6720422)"				rail	"1520"	siding			way	"64448591"
"LINESTRING (20.4770401 54.7111849,20.4767599 54.7112237)"				rail	"1520"	spur	yes		way	"74964504"
"LINESTRING (20.5368703 54.6701146,20.5369554 54.6697393,20.5369831 54.6694646,20.536973 54.6693361,20.5369518 54.6691967,20.5368993 54.6690592,20.536827 54.6689023,20.5367437 54.6687785,20.5366586 54.6686621,20.5366292 54.668626,20.5364755 54.6684814,20.5363315 54.6683633,20.5355411 54.6678196,20.5349688 54.6673546,20.5346926 54.6671602,20.534354 54.6668445,20.53402 54.6665404,20.5339164 54.666366,20.5338338 54.6662269,20.5337314 54.6660085)"				rail		spur			way	"64454613"
"LINESTRING (20.533432 54.6635523,20.5335006 54.6630794,20.5334547 54.6625708,20.5333622 54.6619711)"				rail		siding			way	"64460712"
"LINESTRING (20.532349 54.6709576,20.5323426 54.6706783,20.5323594 54.6704385,20.533234 54.6657764,20.5335157 54.66415,20.5337066 54.6636071)"				rail		siding			way	"64455304"
"LINESTRING (20.5262502 54.6789098,20.5268491 54.6783766,20.5275485 54.677783,20.5276921 54.6776766)"				rail	"1520"				way	"64442840"
"LINESTRING (20.5903137 54.6617034,20.5890655 54.6619735)"				rail		siding			way	"62293030"
"LINESTRING (20.5319603 54.6724505,20.5318605 54.6715137,20.5317448 54.6707428,20.5316811 54.6704125,20.5315578 54.6699911,20.5313223 54.6695307,20.5310869 54.669132,20.5308343 54.6688639,20.5303005 54.6684044,20.530094 54.6682267,20.5299334 54.668021,20.5297842 54.6677389,20.5297038 54.667427,20.529721 54.6671183,20.5300252 54.6655552,20.5303493 54.6639129,20.5304686 54.6631446,20.5305372 54.6626925,20.530642 54.6621599,20.5311031 54.6593202,20.5312335 54.6589161,20.5315246 54.6584973,20.5318157 54.6580525,20.5326069 54.6574092,20.5336924 54.65664,20.534137 54.6562434,20.534165 54.6562156,20.5346258 54.655758,20.5349855 54.6551909,20.5352643 54.6546966)"				rail	"1520"	siding			way	"64454277"
"LINESTRING (20.5319377 54.6704224,20.5318773 54.6699619,20.5317988 54.6695502,20.5317316 54.6692649,20.5317316 54.6687365,20.5322866 54.6657505,20.5324284 54.6653356,20.5328986 54.6645467,20.5331629 54.6641107,20.5332834 54.6639309)"				rail		siding			way	"64455300"
"LINESTRING (20.5321159 54.6806229,20.5319129 54.6805124)"				rail	"1520"	siding	yes		way	"64448586"
"LINESTRING (20.531384 54.6692584,20.5310007 54.6687757,20.5308833 54.6683239,20.5308701 54.6682094,20.530848 54.6680182,20.5309538 54.6673932,20.5312768 54.6656879,20.531624 54.6639039,20.5317574 54.6631354,20.5318431 54.6625391,20.5319123 54.6621363,20.5324592 54.6591216,20.5326642 54.6579941,20.5330361 54.6573318,20.5336924 54.65664)"				rail	"1520"	siding			way	"64455298"
"LINESTRING (20.5992167 54.6581796,20.5946425 54.6600162)"				rail		siding			way	"62293035"
"LINESTRING (20.6159552 54.6548239,20.6145963 54.6553755,20.6132108 54.655938,20.6109394 54.6568734,20.6104327 54.657085,20.6096745 54.6574169,20.6092752 54.6575527,20.6090169 54.6576342,20.6086948 54.6577158,20.6081781 54.6578361,20.6075641 54.6579098,20.607185 54.6579351,20.6065912 54.6579661,20.6057457 54.6579176,20.6053062 54.6578788,20.6047291 54.6577779,20.6039474 54.6576051,20.6037662 54.6575605,20.6024376 54.6572713,20.6018303 54.6571355,20.6012594 54.6570384,20.5993576 54.6565881,20.5983453 54.6563784,20.596885 54.656048,20.5964489 54.6559806,20.595833 54.6559709,20.595148 54.6559975,20.5945835 54.6561185,20.5941944 54.6562333,20.5938507 54.6563701,20.5904374 54.6577475,20.5885541 54.6585075,20.5866304 54.6592901,20.5861841 54.6594866,20.5857902 54.6596222,20.5856111 54.6596819)"				rail		spur			way	"62293033"
"LINESTRING (20.616961 54.6590158,20.6170736 54.6591696,20.6171674 54.6594192,20.6172581 54.6601482,20.6173238 54.6610599,20.6174114 54.6620548,20.6176021 54.6632612,20.6177522 54.6644821)"				rail		spur			way	"62289849"
"LINESTRING (20.5861841 54.6594866,20.5857048 54.659758,20.5854567 54.6599644,20.5845605 54.6609197)"				rail		spur			way	"62293339"
"LINESTRING (20.532963 54.6712943,20.5338228 54.6668603,20.5338338 54.6666545,20.5337766 54.6662938,20.5337314 54.6660085,20.5337133 54.6658943,20.533635 54.6654706,20.533631 54.6651232,20.5336708 54.6647505,20.5337504 54.664387,20.5338458 54.6640258,20.5340726 54.6634989,20.5341049 54.6633663,20.5341549 54.6630746,20.5342174 54.6625033,20.5342299 54.6622141,20.5342494 54.6619594,20.5342507 54.6619417,20.5343758 54.661638,20.5346947 54.6611198,20.5348959 54.6607294,20.5349479 54.660414,20.5351556 54.659224,20.5354875 54.6574748,20.5355018 54.6572152,20.5354092 54.6569679)"				rail	"1520"	spur			way	"64454609"
"LINESTRING (20.5856111 54.6596819,20.585236 54.6598378,20.5848988 54.6600162,20.5845842 54.6602589,20.5842331 54.6605078,20.5840827 54.660599,20.5838925 54.6606852,20.5834434 54.6608661,20.5833331 54.6609172,20.5831234 54.6609988)"				rail		spur			way	"62293338"
"LINESTRING (20.5321838 54.6717583,20.5321965 54.6714957,20.5322037 54.6713452,20.5322102 54.6708947,20.5322922 54.6704028,20.5331499 54.6657732,20.5334918 54.6639407,20.5336032 54.6635403,20.5336628 54.6633517,20.5338402 54.6629946)"				rail		siding			way	"64454286"
"LINESTRING (20.5937814 54.660295,20.5928286 54.6605647,20.5920737 54.6607568,20.5894687 54.6617988,20.5890655 54.6619735,20.5885402 54.6621849,20.5880308 54.6624102)"				rail		spur			way	"62293041"
"LINESTRING (20.5342494 54.6619594,20.5340051 54.6624825)"				rail		siding			way	"64460716"
"LINESTRING (20.6000184 54.6578185,20.5992167 54.6581796,20.5987738 54.6584203,20.5955496 54.6597244,20.5950732 54.6598933,20.5946425 54.6600162,20.5940681 54.6601802)"				rail		siding			way	"62293037"
"LINESTRING (20.6158888 54.6582607,20.6161542 54.6587987,20.6162699 54.6590628,20.6164325 54.6594481,20.6164982 54.6598461,20.6165232 54.660103)"				rail		spur			way	"62289863"
"LINESTRING (20.6172456 54.6556293,20.6170924 54.6558192,20.616961 54.6559803,20.6168047 54.6562788,20.6167234 54.6566496,20.6167609 54.6571779)"				rail		spur			way	"62289133"
"LINESTRING (20.6158258 54.6581547,20.616051 54.6584315,20.6163418 54.6587571,20.6165326 54.6590646,20.6166421 54.6593686,20.6167327 54.6597303,20.6167453 54.6598389,20.6167797 54.6601066,20.6168547 54.6611105,20.6169204 54.6620548,20.6170267 54.6632522,20.6170955 54.6641566)"				rail		spur			way	"62289856"
"LINESTRING (20.6172445 54.6543521,20.6180546 54.6540881)"				rail		siding			way	"62289129"
"LINESTRING (20.5342993 54.6711645,20.5347538 54.6684503,20.5347648 54.6682571,20.5347045 54.6680132,20.5345895 54.6677472,20.5340857 54.666778,20.5339164 54.666366)"				rail		spur			way	"64454611"
"LINESTRING (20.5913407 54.6612729,20.590846 54.661527,20.5901068 54.6618815,20.5897153 54.6620482,20.5889967 54.66234)"				rail		spur			way	"62293031"
"LINESTRING (20.6164169 54.6582217,20.616739 54.6586034,20.6168808 54.6588097,20.6170424 54.6590447,20.6172112 54.6593487,20.6173144 54.6596797,20.6173676 54.6601373,20.6174395 54.6610581,20.6175177 54.6620529,20.6176834 54.6632666,20.6177929 54.6642488,20.6178867 54.6650537,20.6179211 54.6653702)"				rail		spur			way	"62289848"
"LINESTRING (20.61561 54.6578454,20.6158258 54.6581547,20.6158888 54.6582607,20.6162105 54.6588023,20.6163575 54.6590701,20.6164982 54.6594355,20.6165951 54.6598389,20.6165951 54.6601066)"				rail		spur			way	"62289845"
"LINESTRING (20.6179766 54.6550302,20.6176803 54.6553525,20.6175083 54.6556148,20.6173394 54.6560182,20.6172488 54.656286,20.6171893 54.6565121,20.6171581 54.6568287,20.6171831 54.6575777,20.6171893 54.6578508)"				rail		spur			way	"62289136"
"LINESTRING (20.6170924 54.6558192,20.6169829 54.6560201,20.616886 54.6562462,20.6168578 54.6565573)"				rail		spur			way	"62289135"
"LINESTRING (20.5324379 54.6660455,20.5320119 54.6684317,20.5318695 54.6689203)"				rail		spur			way	"64455299"
"LINESTRING (20.6019664 54.6573988,20.6011657 54.6574788,20.6004614 54.6576187,20.6000184 54.6578185,20.5985457 54.658362,20.5957777 54.6594954,20.5940681 54.6601802,20.5937814 54.660295,20.5933117 54.6605065,20.5922784 54.660914,20.5913407 54.6612729,20.5903137 54.6617034,20.589664 54.6619737,20.5887548 54.6623852,20.5857594 54.6635687)"				rail		spur			way	"62293036"
"LINESTRING (20.6168808 54.6588097,20.616961 54.6590158,20.6170236 54.6591768,20.6171018 54.6594301,20.61718 54.6601591,20.6172331 54.6610653,20.6172988 54.662062,20.617477 54.663254,20.6176428 54.6644876)"				rail		spur			way	"62289852"
"LINESTRING (20.6161149 54.6579924,20.6164951 54.6582379,20.6170549 54.6586631,20.6174552 54.6590303,20.6176834 54.6593704,20.6177929 54.6596634,20.6178867 54.6600125,20.6178992 54.6601446,20.6179587 54.6610545,20.6180681 54.6619317,20.6182245 54.6632594,20.6183183 54.6643392,20.6183308 54.6648113,20.618312 54.6653774)"				rail		spur			way	"62289851"
"LINESTRING (20.6207263 54.6534872,20.6200227 54.653679,20.6196755 54.6537966,20.6191408 54.6540571,20.6188093 54.6542706,20.6183652 54.6546958,20.61804 54.6549744,20.6179766 54.6550302,20.6176272 54.655338,20.6172456 54.6556293,20.6169423 54.6559061,20.6167953 54.6560472,20.616689 54.6562788,20.6166452 54.6565483,20.6166295 54.657176)"				rail		spur			way	"62289128"
"LINESTRING (20.6176272 54.655338,20.6174583 54.6555298,20.6172925 54.6557939,20.6172081 54.6560164,20.6170768 54.6564633,20.6170549 54.6568359,20.6170861 54.6575813,20.6170924 54.6578562)"				rail		spur			way	"62289125"
"LINESTRING (20.6174896 54.6597267,20.6173864 54.6593848,20.6172237 54.659099,20.6169753 54.6587641)"				rail		spur			way	"62289844"
"LINESTRING (20.6173301 54.6544986,20.6176661 54.6543263,20.6179642 54.6541734)"				rail		siding			way	"62289137"
"LINESTRING (20.6183652 54.6546958,20.6179243 54.6551987,20.6176428 54.6555877,20.6174489 54.6560201,20.6173676 54.6562589,20.6172988 54.6565592,20.6173019 54.6570874,20.6173269 54.6575777,20.6173363 54.6581927)"				rail		spur			way	"62289130"
"LINESTRING (20.5347976 54.6711961,20.5353008 54.6685863,20.5353221 54.668393,20.5353289 54.6681621,20.5352899 54.6679618,20.5352029 54.6677598,20.5350484 54.6675135,20.5346926 54.6671602)"				rail		spur			way	"64454612"
"LINESTRING (20.6151597 54.6576211,20.6150315 54.6578635,20.614872 54.6582723,20.614822 54.6584496,20.6148251 54.658976,20.614872 54.660018,20.6149189 54.6611178,20.6149971 54.6622447,20.615044 54.6626119,20.6151284 54.6630731,20.6152441 54.6633842,20.6153661 54.6638256,20.6155475 54.6642741,20.6155819 54.6644116,20.6156382 54.6647534,20.6157454 54.6652181)"				rail		spur			way	"62289127"
"LINESTRING (20.6349637 54.649497,20.6345415 54.6495144,20.633966 54.649623,20.6327852 54.6497981,20.6320596 54.6499241,20.6305235 54.6501672,20.6301707 54.650228,20.6284645 54.6505566,20.6266944 54.6509746,20.6253809 54.6513605,20.6235671 54.6519531,20.6228869 54.6521747,20.6222028 54.652437,20.620815 54.6530047,20.6199038 54.6533751,20.6189969 54.6537568,20.6179642 54.6541734,20.6172925 54.6544443,20.6166831 54.6547046,20.6166233 54.6547301,20.6158415 54.6550648,20.6155984 54.6551707,20.6150079 54.6554191,20.6140618 54.6558461,20.6136457 54.6560499,20.6132062 54.6563896,20.6128741 54.6567971,20.6128237 54.6569718)"				rail		yard			way	"62287859"
"LINESTRING (20.5320413 54.6736477,20.5320614 54.6729742)"				rail		siding			way	"64454290"
"LINESTRING (20.6012594 54.6570384,20.6006527 54.6569918,20.600136 54.6570112,20.5995421 54.6571044,20.599211 54.6571973,20.5985557 54.6574537,20.5958478 54.6585395)"				rail		spur			way	"62293043"
"LINESTRING (20.6412185 54.6483858,20.6359929 54.649228,20.6355245 54.6493059,20.6350975 54.6493699,20.6335042 54.6496444,20.6320446 54.6498676,20.6305085 54.650131,20.6301607 54.6501889,20.6284495 54.6505233,20.6266663 54.650942,20.6253496 54.6513085,20.6235749 54.6519033,20.6232309 54.6520028,20.6221637 54.6524099,20.6207799 54.652973,20.6193989 54.6535346,20.6189594 54.6537134,20.6180546 54.6540881,20.6172644 54.6544154,20.6165826 54.6546867,20.6161849 54.6548534,20.6157883 54.6550196,20.6133651 54.6560466,20.6110836 54.6569744,20.6093725 54.6576847,20.6072588 54.6585309,20.6040751 54.6598362,20.6022249 54.6606348,20.6016993 54.6608456,20.5994181 54.661782,20.5972069 54.662692,20.5941898 54.6639101,20.5900092 54.6655505,20.5860995 54.6670397,20.5834776 54.667992,20.5809644 54.668904,20.5777384 54.6701116,20.5748781 54.671178,20.5716428 54.6723733,20.5693612 54.6732029,20.5623606 54.6758203,20.5603737 54.676564,20.5567833 54.6778843,20.5535521 54.6790684,20.5532098 54.6792012,20.5503298 54.6802905,20.5486202 54.680815,20.5470816 54.6812027,20.5456383 54.6815129,20.5443275 54.6817314,20.5429638 54.6819131,20.5409832 54.6820794,20.5397773 54.682089,20.538486 54.6821302,20.5365475 54.6822489,20.5347075 54.6823366,20.5346081 54.6823432,20.5345121 54.6823436,20.532805 54.6823769,20.5296468 54.6824403)"				rail	"1520"				way	"62287855"
"LINESTRING (20.6153505 54.6571127,20.6154693 54.6573678,20.6156288 54.6575885,20.6159666 54.6578798,20.6161149 54.6579924,20.6164169 54.6582217,20.6168015 54.6585961,20.6169753 54.6587641,20.6172769 54.6590556,20.617427 54.6592582,20.6175146 54.6594771,20.6176053 54.6597864,20.6176584 54.6601464,20.6177397 54.6610599,20.6178336 54.6619372,20.6180212 54.6641909)"				rail		spur			way	"62289123"
"LINESTRING (20.6374037 54.6490529,20.6359929 54.649228)"				rail		siding			way	"62287849"
"LINESTRING (20.615241 54.6566894,20.6153505 54.6571127,20.6153911 54.6573443,20.6154881 54.6577658,20.6155643 54.6580568,20.6158258 54.6590556,20.6158634 54.6592582,20.6158978 54.6600017,20.6159384 54.661116,20.6159853 54.6621253,20.6160197 54.6632486,20.6160228 54.6634674)"				rail		spur			way	"62289122"
"LINESTRING (20.6155643 54.6580568,20.6155663 54.6583809,20.6157351 54.659052,20.6157852 54.6592492,20.6158383 54.6600053,20.6158759 54.661116,20.6159103 54.6621144,20.6159666 54.6632468,20.6159728 54.6634656)"				rail		spur			way	"62289862"
"LINESTRING (20.6152674 54.6569752,20.6152223 54.6572556,20.6151597 54.6576211,20.6151253 54.6578617,20.6150596 54.6582289,20.6150878 54.6590628,20.6151253 54.660018,20.6151972 54.661011,20.6152129 54.6611214,20.615266 54.6622628,20.6153348 54.6632287,20.6153599 54.663509,20.6154318 54.6637333,20.615535 54.6640191,20.6156476 54.6643863,20.6157101 54.664701,20.6157351 54.6648873,20.6157454 54.6652181,20.6157508 54.6653919,20.6157789 54.6656361,20.6158446 54.6658965,20.6160322 54.6662655,20.6162981 54.6665965)"				rail		spur			way	"62289120"
"LINESTRING (20.6316293 54.6502164,20.631169 54.6503583,20.6309363 54.650422,20.6302233 54.6505783,20.6287372 54.6508779,20.6270072 54.6512622,20.6259399 54.6515686,20.6248297 54.6519169,20.6235944 54.6523398,20.6224745 54.6527563,20.6214925 54.6531724,20.6209077 54.653366,20.6204855 54.6534854,20.6196474 54.6536844)"				rail		yard			way	"62287867"
"LINESTRING (20.6145963 54.6553755,20.61541 54.6551095)"				rail		siding			way	"62293032"
"LINESTRING (20.5320162 54.6706759,20.5319377 54.6704224,20.5318493 54.670137,20.5316643 54.6696928,20.531384 54.6692584,20.5306506 54.6685652,20.5304155 54.6683531,20.5301285 54.668094,20.5299448 54.6677124,20.5298932 54.6674601,20.5299104 54.6672046,20.5301916 54.6655718,20.5305164 54.6639129,20.5306436 54.6631584,20.5307336 54.6626708,20.5308333 54.6621434,20.5313883 54.6591122,20.5315246 54.6584973,20.5316027 54.6580998,20.5317037 54.6575862,20.5319052 54.6570422,20.532368 54.6565845,20.5329652 54.6562866,20.5334115 54.6561222,20.5341671 54.6557788,20.5345448 54.6554302,20.5347 54.6552336,20.5349226 54.6549516,20.5350654 54.6545899,20.5351834 54.6542908,20.5354424 54.6528725,20.5355035 54.6524911)"				rail	"1520"	siding			way	"64455303"
"LINESTRING (20.6329577 54.6497689,20.6335042 54.6496444)"				rail		siding			way	"62287864"
"LINESTRING (20.6172925 54.6544443,20.6176661 54.6543263,20.6180127 54.6542171)"				rail		siding			way	"62289126"
"LINESTRING (20.6320671 54.6499805,20.6301782 54.6502859,20.6285045 54.650616,20.6267538 54.6510162,20.6253965 54.6513967,20.6235593 54.6520005,20.6215578 54.6527627,20.6206665 54.6531313)"				rail		yard			way	"62287840"
"LINESTRING (20.6321972 54.6500818,20.6313241 54.6503699,20.6308012 54.6505146,20.6302333 54.6506246,20.6294802 54.6507781,20.6290949 54.6508635,20.6285646 54.6510285,20.6269352 54.6515499,20.626585 54.6516603,20.6240596 54.6524777,20.6220347 54.6531245,20.6216203 54.6532602,20.6212802 54.6533507,20.6207263 54.6534872,20.6201071 54.6535904,20.6196474 54.6536844,20.6192971 54.6537749,20.6190688 54.6538509,20.618409 54.6541186,20.6173645 54.6545474,20.6167327 54.6548676,20.6163012 54.6551083,20.6159822 54.655291,20.6158102 54.6554484,20.6156132 54.6556257,20.6153724 54.6559676,20.6152535 54.6562733,20.615241 54.6566894,20.6152674 54.6569752,20.6152879 54.6571978,20.6153098 54.6577622,20.6154068 54.6590592,20.6154412 54.6600053,20.6154568 54.6611232,20.61551 54.6622573,20.615535 54.6632449,20.6156007 54.6638256,20.615682 54.6641511,20.6157007 54.66437,20.6157101 54.664701)"				rail		spur			way	"62287838"
"LINESTRING (20.6037662 54.6575605,20.6027328 54.6573936,20.6022885 54.6574016,20.6019664 54.6573988,20.6009177 54.6574147,20.6005781 54.65744,20.6000952 54.6575177,20.5995213 54.6576731,20.5990622 54.6578379,20.5966128 54.6588452)"				rail		spur			way	"62293040"
"LINESTRING (20.6166831 54.6547046,20.6161849 54.6548534)"				rail		siding			way	"62289121"
"LINESTRING (20.5217309 54.6818919,20.5220906 54.6817278)"				rail	"1520"				way	"62173872"
"LINESTRING (20.6350975 54.6493699,20.6345415 54.6495144)"				rail		siding			way	"62287847"
"LINESTRING (20.633966 54.649623,20.633253 54.6497793,20.6321772 54.6500384,20.6317519 54.6501368,20.6310564 54.6502975,20.6301908 54.6504857,20.6286421 54.6507983,20.6269446 54.6511899,20.6255021 54.6515935,20.623571 54.652238,20.6225495 54.652608,20.6212924 54.6531091,20.6205324 54.6533371,20.6200508 54.6534619,20.6198183 54.6535263,20.6194289 54.6536341)"				rail		yard			way	"62287845"
"LINESTRING (20.5183212 54.6826392,20.5189562 54.6825205,20.5195129 54.6824154)"				rail	"1520"	siding			way	"62173882"
"LINESTRING (20.6156674 54.6579915,20.6159228 54.6590556,20.6159478 54.6592528,20.6159791 54.6600017,20.6160166 54.6611178,20.6160416 54.6621163,20.616076 54.6632504,20.6160291 54.6636809,20.6157977 54.6643718,20.6157351 54.6648873)"				rail		spur			way	"62289846"
"LINESTRING (20.5983453 54.6563784,20.5976771 54.6562441,20.5973547 54.6562134,20.5969489 54.6562177,20.5964041 54.6562595,20.5955429 54.656443,20.5944631 54.6568816,20.5908966 54.6582414)"				rail		spur			way	"62293029"
"LINESTRING (20.5196249 54.6827496,20.5199956 54.6826699,20.5205648 54.6824901,20.5221619 54.6819843,20.5223429 54.6819351,20.5227154 54.6818441,20.5229631 54.6818167,20.5257964 54.6817246,20.5270801 54.6816829)"				rail	"1520"	spur			way	"62173878"
"LINESTRING (20.6216203 54.6532602,20.6218865 54.6532014,20.6223369 54.6531344,20.6226183 54.6531001,20.6236191 54.653082,20.6251816 54.653089,20.6252234 54.6530892,20.6303209 54.6530802)"				disused					way	"62287832"
"LINESTRING (20.5163882 54.6829022,20.5177795 54.6827067)"				rail	"1520"	yard	yes		way	"62173876"
"LINESTRING (20.633253 54.6497793,20.6329053 54.6499212)"				rail		siding			way	"62287830"
"LINESTRING (20.5059102 54.6891027,20.506294 54.6887151,20.5075252 54.6874404,20.5084656 54.68648,20.5086722 54.6862728,20.5088873 54.6860681,20.5091866 54.6858024,20.5094312 54.6855976,20.5097981 54.6853295,20.5103589 54.6849712,20.5108365 54.6846821)"				rail	"1520"	yard			way	"62172419"
"LINESTRING (20.5261007 54.6814626,20.526278 54.6814216,20.5285735 54.681314)"				rail	"1520"	spur			way	"62174418"
