WKT	NAME	NAME_EN	NAME_RU	RAILWAY	GAUGE	SERVICE	BRIDGE	TUNNEL	OSM_TYPE	OSM_ID
"LINESTRING (22.723436 54.633808,22.7242193 54.6339446,22.7249005 54.6341169,22.7414015 54.6383409,22.7422786 54.6386172,22.7424475 54.6386716,22.7432522 54.6389308)"	"9"			rail	"1520"	siding			way	"631349941"
"LINESTRING (22.7242836 54.633895,22.7250937 54.6340548,22.7258205 54.6342427,22.7413586 54.6382152,22.7418655 54.6383689,22.7426625 54.6386819)"	"11"			rail	"1520"	siding			way	"631349939"
"LINESTRING (21.3335663 54.3680367,21.3346928 54.3687695,21.3352534 54.3691211,21.3358998 54.3694867,21.3365623 54.3698539,21.3372597 54.3702117,21.3441587 54.3734791)"				rail	"1435"				way	"721571043"
"LINESTRING (22.7372369 54.6376145,22.7381882 54.6379265)"				rail	"1520"	siding			way	"631349956"
"LINESTRING (22.7443131 54.6393529,22.7435794 54.6391062)"	13-15			rail	"1520"	siding			way	"631349946"
"LINESTRING (21.4718993 54.4436611,21.4750482 54.4454997,21.4760831 54.4461113,21.4780024 54.4472126,21.4792479 54.4479368,21.4928986 54.4558432,21.4938408 54.456369,21.4953113 54.4571428,21.508708 54.4640349,21.5245804 54.4721195,21.5462205 54.4832103,21.5481429 54.4841863)"				rail	"1520"				way	"702260702"
"LINESTRING (22.7035233 54.6303893,22.7042583 54.6304592,22.7070799 54.6307946,22.7090031 54.6310197,22.7118435 54.6313923,22.7130049 54.6315615,22.7141449 54.6317603,22.715435 54.632004,22.7167734 54.6322804)"				rail	"1520"	yard			way	"631349964"
"LINESTRING (22.7447654 54.6394642,22.745531 54.6397139)"	9-11			rail	"1520"	crossover			way	"631349951"
"LINESTRING (22.719592 54.6331068,22.7188016 54.6328496)"				rail	"1520"	crossover			way	"631349962"
"LINESTRING (22.7199905 54.6332072,22.7207934 54.6333598)"				rail	"1520"	crossover			way	"631349961"
"LINESTRING (22.7214324 54.6317478,22.7194235 54.6317168,22.7189729 54.631709)"				construction		yard			way	"631349916"
"LINESTRING (22.7208359 54.6333095,22.721985 54.633496,22.7223444 54.6335782,22.7226814 54.633678)"				rail	"1520"	siding			way	"631349948"
"LINESTRING (22.7150623 54.6320347,22.7167896 54.6324092,22.719592 54.6331068,22.7199905 54.6332072,22.721872 54.6336924,22.7235111 54.6341103,22.7267597 54.6349366,22.73184 54.6362242,22.7372369 54.6376145,22.7397335 54.6382465,22.7403633 54.6384018,22.7421218 54.6388354,22.745531 54.6397139,22.746878 54.6400368,22.7472393 54.6401234)"	"1"			rail	"1520"				way	"631349966"
"LINESTRING (22.7176731 54.6323057,22.7186564 54.6323688,22.7190131 54.632389,22.7194932 54.6324263,22.7198955 54.6324558)"				rail	"1520"	yard			way	"631349920"
"LINESTRING (20.5029474 54.6988106,20.5029738 54.6988354,20.5029882 54.6988489,20.5030143 54.6988733,20.5030552 54.6989117)"				disused	"1000"				way	"639007076"
"LINESTRING (22.7220118 54.6313752,22.7186805 54.6314497,22.7181226 54.6315227,22.717047 54.6316795,22.7165014 54.6317527,22.7162719 54.6317835,22.7155718 54.6318425,22.7151829 54.6318581)"				construction		yard			way	"631349918"
"LINESTRING (21.0610282 54.635017,21.0619417 54.6351544,21.0627976 54.6352589,21.0634027 54.6353262,21.0641465 54.6353925,21.0650519 54.6354594,21.0662171 54.6355484,21.0683508 54.6357133,21.0698397 54.6358287,21.0713436 54.6359489,21.0728858 54.6360729,21.0736104 54.6361062,21.0744683 54.6361314,21.0759029 54.6361461)"				rail					way	"625042316"
"LINESTRING (21.0611749 54.6349353,21.0619127 54.6350436,21.062851 54.6351545,21.0636674 54.6352522,21.0643275 54.6353089,21.0653628 54.6354013,21.0666453 54.635512,21.0682146 54.635629,21.0699025 54.6357602,21.071565 54.6358898,21.0724029 54.6359548,21.0732113 54.6360027,21.0741038 54.6360409,21.0750403 54.6360535)"				rail		siding			way	"625042310"
"LINESTRING (21.0663003 54.6352259,21.0667171 54.6352484,21.0683916 54.6353791,21.0699303 54.6355261,21.0715423 54.6356599,21.0735559 54.6358229,21.0740334 54.6358608,21.0743407 54.6358926)"				rail		siding			way	"625042305"
"LINESTRING (22.7228835 54.6334835,22.7213815 54.6332134,22.7209201 54.6331529,22.7206653 54.6331265,22.7200055 54.6330473)"	"21"			rail	"1520"	yard			way	"631349936"
"LINESTRING (22.715435 54.632004,22.716862 54.6321903,22.7176731 54.6323057,22.7182916 54.6323937,22.720094 54.6326359,22.7205446 54.6326887,22.7211186 54.6327259,22.7229559 54.6327368)"				rail		yard			way	"631349921"
"LINESTRING (22.7200001 54.6323999,22.7194717 54.6323983,22.7190131 54.632389)"				construction		yard			way	"631349919"
"LINESTRING (21.0856316 54.6345852,21.086552 54.6344312)"				rail		crossover			way	"625035750"
"LINESTRING (21.0610548 54.6349623,21.0614095 54.6350251,21.0622322 54.6351384,21.0628246 54.635206,21.0633514 54.6352621,21.0645234 54.6353741,21.0667043 54.6355525,21.0698659 54.6357961,21.0710917 54.6358908,21.0725673 54.6360058,21.0729803 54.6360302,21.0738249 54.6360718,21.0746285 54.6360967,21.0758984 54.6361082)"				rail		siding			way	"625042314"
"LINESTRING (20.1171038 54.6823938,20.1174358 54.680954,20.1175227 54.6805456,20.1176629 54.6798973,20.1179671 54.6786718,20.1185926 54.6758792,20.1186313 54.6753008,20.1186627 54.6743573,20.1186813 54.6739106)"				rail	"1520"				way	"625015012"
"LINESTRING (20.1523807 54.7455697,20.1520429 54.7455438)"				rail	"1520"		yes		way	"625015011"
"LINESTRING (22.7199224 54.63233,22.7184203 54.632271,22.7177605 54.6322415,22.7173716 54.6322229,22.716862 54.6321903)"	"30"			construction		yard			way	"631349914"
"LINESTRING (22.7177605 54.6322415,22.7182272 54.6322291,22.7192116 54.632212,22.7200618 54.6322291)"				construction		yard			way	"631349913"
"LINESTRING (21.0750403 54.6360535,21.0756368 54.6360559,21.0763482 54.6360764,21.0767013 54.6360876)"				rail		siding			way	"625035754"
"LINESTRING (21.0759029 54.6361461,21.0763263 54.6361374,21.0769425 54.6361285,21.0774119 54.6361089,21.0780484 54.6360655,21.0795791 54.635886,21.0802014 54.6357847,21.0807662 54.6356773,21.081587 54.6355019,21.0828047 54.635232,21.0840584 54.6349437,21.0856316 54.6345852,21.0866409 54.6343608,21.0875741 54.6341566,21.0909799 54.6334034)"				rail					way	"625035752"
"LINESTRING (21.8746917 54.6129751,21.8846999 54.6093446,21.8868141 54.6085758,21.8996632 54.6039135)"				rail	"1520"				way	"625207838"
"LINESTRING (22.7424475 54.6386716,22.741887 54.6384418,22.7415356 54.6383208,22.7413049 54.6382478,22.7249488 54.6340859,22.7245492 54.6340021,22.7242193 54.6339446)"	"10"			rail	"1520"	siding			way	"631349940"
"LINESTRING (21.0659544 54.6352573,21.0665025 54.6352733,21.0680018 54.6353897,21.0691639 54.6354985,21.0699393 54.6355748,21.0716999 54.6357235,21.0729462 54.6358146,21.0739917 54.6359009)"				rail		siding			way	"625042308"
"LINESTRING (20.1722668 54.7439609,20.1649612 54.7454058,20.1633066 54.7456822,20.1614914 54.7458932,20.1600604 54.7459811,20.1587334 54.7460127,20.1571929 54.7459574,20.1556276 54.7458504,20.1533967 54.7457013,20.1528285 54.745667,20.1523403 54.7456365)"				rail	"1520"				way	"625015009"
"LINESTRING (20.1760881 54.7431588,20.1753794 54.7433005,20.1746452 54.7434466,20.174077 54.7435591,20.1722564 54.7439181)"				rail	"1520"				way	"625015006"
"LINESTRING (20.1798708 54.7425256,20.1793574 54.7426072,20.1788094 54.7426854)"				rail		siding			way	"625015004"
"LINESTRING (22.7165014 54.6317527,22.7170846 54.6317059,22.7177042 54.6316609,22.7182648 54.6316655,22.7189729 54.631709,22.7196193 54.6317603,22.7201503 54.6317975,22.721478 54.6318053)"				construction		yard			way	"631349917"
"LINESTRING (20.1788636 54.7425694,20.1781635 54.7427055)"				rail	"1520"	siding			way	"625015002"
"LINESTRING (22.7211025 54.6310911,22.7189192 54.6312619,22.7185196 54.6313209,22.7179483 54.6314466,22.7175164 54.6315693,22.717047 54.6316795)"				construction		yard			way	"631349915"
"LINESTRING (20.1788449 54.7425273,20.1781635 54.7427055,20.1774245 54.742853,20.1768706 54.7429589,20.1760881 54.7431588)"				rail	"1520"	siding			way	"625015001"
"LINESTRING (21.0743407 54.6358926,21.0750515 54.6360043)"				rail		siding			way	"625035757"
"LINESTRING (20.1722564 54.7439181,20.1688636 54.7445813,20.1663958 54.7450577,20.1645257 54.7454218,20.1637103 54.745566,20.1625913 54.7457207,20.1614961 54.7458444,20.1606212 54.7459028,20.1598387 54.7459396,20.1591183 54.7459568,20.1584823 54.7459482,20.1572649 54.7458966,20.1562612 54.7458306,20.1542142 54.7456987,20.1523807 54.7455697)"				rail	"1520"				way	"625015010"
"LINESTRING (21.0739917 54.6359009,21.0743691 54.6359404,21.0750515 54.6360043,21.0756368 54.6360559)"				rail		siding			way	"625035756"
"LINESTRING (20.1984389 54.7388479,20.199216 54.7387442)"				rail		siding			way	"625014985"
"LINESTRING (21.0758984 54.6361082,21.0763408 54.6360991,21.0767013 54.6360876)"				rail		siding			way	"625035755"
"LINESTRING (22.0438966 54.5871894,22.0446526 54.5871741,22.0465843 54.5871237,22.0501981 54.5870229,22.0548157 54.5868726,22.0633597 54.5866091,22.0865956 54.5858924,22.1105285 54.5851542,22.1290151 54.584584,22.1337149 54.5844357,22.1422856 54.5841734,22.1455704 54.5840758,22.1568245 54.5837198,22.1607515 54.5835888,22.1621215 54.5835777,22.1632059 54.5836102,22.1653792 54.5836815,22.1663555 54.5837215,22.1694827 54.5838255,22.1718555 54.5839081)"	"2"			rail	"1520"				way	"624741696"
"LINESTRING (22.7235433 54.6325722,22.7217811 54.6325551)"				construction		yard			way	"631349911"
"LINESTRING (21.9042989 55.0815108,21.9042216 55.0816062,21.9042099 55.0816449,21.9041893 55.0817778,21.9042157 55.0819863,21.9042716 55.0821326,21.9043597 55.0822571,21.9047035 55.0825733,21.9049532 55.0827566,21.9051095 55.0828856,21.9057452 55.0834575,21.9061954501498 55.0838598292414)"	Kleinbahn Tilsit–Mikieten			abandoned	"1000"				way	"681603430"
"LINESTRING (22.1811109 54.5842767,22.1779052 54.5841567,22.1763995 54.5840986,22.1756697 54.5840704,22.1726422 54.5839734,22.1720454 54.5839523)"				rail	"1520"				way	"624670767"
"LINESTRING (21.0887411 54.6339402,21.0915345 54.6333193,21.1289182 54.6249104,21.1391221 54.6226022,21.1532357 54.6194353,21.1543922 54.6191942,21.1556765 54.6189377,21.1567987 54.6187532,21.1580518 54.6185773,21.1592282 54.6184413,21.1604214 54.6183347,21.1618514 54.6182509,21.1631352 54.6182319,21.1841211 54.6178639,21.1854801 54.6178363,21.1864897 54.6177912,21.1881774 54.6177021,21.1894825 54.6176005,21.199817 54.616558,21.2045629 54.6160777,21.2105251 54.6154471,21.2148791 54.6149608,21.2189206 54.6145329,21.2203039 54.614416)"				rail	"1520"				way	"625035749"
"LINESTRING (20.1942183 54.7396706,20.1936504 54.7397705,20.1862169 54.7412136,20.1760881 54.7431588)"				rail	"1520"				way	"625014996"
"LINESTRING (20.1949757 54.73942,20.1941847 54.7395237)"				rail		siding			way	"625014990"
"LINESTRING (20.1949008 54.7395835,20.1943948 54.7396446,20.1942183 54.7396706)"				rail	"1520"				way	"625014989"
"LINESTRING (22.193083 54.5845716,22.1943122 54.5846121,22.1955191 54.5846497,22.1982416 54.5847175,22.1999569 54.5847818,22.2013986 54.5848292,22.2021374 54.5848645,22.2028423 54.5848981,22.2039416 54.5849746)"	"3"			rail	"1520"	siding			way	"624670758"
"LINESTRING (20.1746452 54.7434466,20.1738351 54.7436545)"				rail	"1520"	crossover			way	"625015008"
"LINESTRING (20.2009359 54.7384128,20.199216 54.7387442,20.196616 54.73925,20.195984 54.7393729,20.1949008 54.7395835,20.1937956 54.7397984,20.1931704 54.73992)"				rail	"1520"				way	"625014983"
"LINESTRING (21.8641758 54.6167474,21.8744497 54.6130155,21.8867712 54.6085214,21.8914811 54.6068232,21.8996611 54.6038606,21.9017797 54.6031053,21.9040937 54.602279,21.9058009 54.6016678,21.9075624 54.6010331,21.9087668 54.6006027,21.9103109 54.600044,21.9152514 54.5982628,21.9174251 54.5974863,21.9191232 54.5969721,21.9205768 54.5965969,21.921573 54.5963844,21.9227278 54.5961641,21.9239731 54.5959726,21.9251188 54.5958283,21.9286464 54.5954741,21.9325738 54.5950747,21.9339054 54.594943,21.9358523 54.594731,21.9414156 54.5941679,21.9440441 54.5938973,21.9474553 54.5935463,21.9502858 54.5932575,21.9530217 54.5929686,21.9541703 54.5928479,21.9557838 54.5926833,21.9588844 54.592372,21.9616741 54.5920785,21.9631588 54.5919375,21.9687286 54.5913175,21.9730359 54.5908806,21.9748477 54.5907141,21.9768061 54.5905129,21.9793015 54.5902583,21.9823391 54.5899532,21.9848207 54.5897092,21.9854819 54.5896436,21.9893174 54.5892526,21.9912148 54.5890558,21.9929764 54.5888853,21.9947787 54.5887488,21.9963546 54.588657,21.9977087 54.5885996,22.0043235 54.5883822,22.0125775 54.5881126,22.0161974 54.5880043,22.0167037 54.5879864,22.0276153 54.5876836,22.0344973 54.5874727,22.039281 54.5873318,22.0409802 54.5872792,22.0421691 54.587242)"				rail	"1520"				way	"624741700"
"LINESTRING (22.2057364 54.5850106,22.2052666 54.5849405,22.2044558 54.5848067,22.2041942 54.5847482,22.2037856 54.5846368,22.2034401 54.5845255,22.2031483 54.5844089)"				rail	"1520"	spur			way	"624670754"
"LINESTRING (22.2039949 54.5849446,22.2048197 54.5850176)"				rail	"1520"	siding			way	"624670753"
"LINESTRING (22.1811184 54.584239,22.182403 54.5842829,22.1851171 54.5843762,22.1863009 54.5844154,22.1893 54.5845192,22.1904211 54.5845577,22.190904 54.5845724,22.1916227 54.5845982)"				rail	"1520"				way	"624670765"
"LINESTRING (22.190404 54.5845949,22.1897655 54.5845715,22.1889874 54.5845479,22.186233 54.5844462,22.185116 54.5844129,22.18238 54.5843184,22.1811109 54.5842767)"				rail	"1520"				way	"624670763"
"LINESTRING (22.1916227 54.5845982,22.1943881 54.5846923,22.2040547 54.5850386)"				rail	"1520"				way	"624670762"
"LINESTRING (20.1784994 54.7425647,20.1781894 54.7426416,20.1774245 54.742853)"				rail	"1520"	siding			way	"625015000"
"LINESTRING (20.1962431 54.739275,20.1957714 54.7393293,20.1949757 54.73942,20.1942001 54.7395626)"				rail	"1520"	siding			way	"625014988"
"LINESTRING (20.196616 54.73925,20.197327 54.7390665)"				rail	"1520"	siding			way	"625014986"
"LINESTRING (22.2049011 54.5849291,22.2029387 54.584722,22.2028679 54.5847175,22.2020521 54.5846653,22.200909 54.5846161,22.1991987 54.5845595,22.1955049 54.5844271,22.1944353 54.5844)"				rail	"1520"	siding			way	"624670756"
"LINESTRING (22.2031483 54.5844089,22.2026279 54.5841968,22.2023093 54.5840955,22.2019773 54.5840172,22.2014179 54.5839286)"				rail	"1520"	spur			way	"624670755"
"LINESTRING (21.864206 54.6167878,21.8735538 54.6133852,21.8746917 54.6129751)"				rail	"1520"				way	"624741699"
"LINESTRING (20.1941847 54.7395237,20.1937921 54.7395923,20.1880827 54.7406956,20.181899 54.7418688,20.1788903 54.7424645,20.1784994 54.7425647)"				rail	"1520"	siding			way	"625014998"
"LINESTRING (20.1798525 54.7424836,20.1788094 54.7426854,20.1787195 54.7427027,20.1763382 54.7431677,20.1738351 54.7436545,20.1722668 54.7439609)"				rail	"1520"				way	"625015003"
"LINESTRING (20.1948569 54.7395262,20.1942199 54.7396137,20.1938124 54.7396855,20.1906419 54.7402945,20.186584 54.7410853,20.1797429 54.7423967,20.1788636 54.7425694)"				rail	"1520"	siding			way	"625014997"
"LINESTRING (22.5890155 54.630367,22.590203 54.6305046)"				rail		siding			way	"623797605"
"LINESTRING (22.2046711 54.5850946,22.1987383 54.5848768,22.1944279 54.5847349,22.1935417 54.5846987,22.190404 54.5845949)"				rail	"1520"				way	"624670751"
"LINESTRING (22.2040547 54.5850386,22.2050847 54.5850658,22.205727 54.5850957,22.207175 54.5851447,22.2078537 54.58517,22.2089479 54.5852115,22.2100389 54.5852457,22.212257 54.5853125,22.2128765 54.585331,22.2139391 54.585366,22.2146743 54.5853838)"				rail	"1520"				way	"624670750"
"LINESTRING (22.2049011 54.5849291,22.2052254 54.5849681,22.2057364 54.5850106,22.2063163 54.5850771)"				rail	"1520"	siding			way	"624353929"
"LINESTRING (20.197327 54.7390665,20.1962431 54.739275,20.1950783 54.7394986,20.1948569 54.7395262)"				rail	"1520"	siding			way	"625014987"
"LINESTRING (20.1942001 54.7395626,20.1925445 54.739885,20.1862373 54.7410958,20.1788449 54.7425273)"				rail	"1520"	siding			way	"625014999"
"LINESTRING (21.0759037 54.6361978,21.0763099 54.6361872,21.0768075 54.6361782,21.0773051 54.6361565,21.0782718 54.6360778,21.0790342 54.6359926,21.0797526 54.6358946,21.0808251 54.6357065,21.0817929 54.6355121,21.086552 54.6344312,21.0887411 54.6339402)"				rail	"1520"				way	"625035753"
"LINESTRING (20.1768706 54.7429589,20.1737343 54.7435808)"				rail	"1520"	spur			way	"625015005"
"LINESTRING (22.5932098 54.6300252,22.5935811 54.6299255,22.5941541 54.6297419,22.5947578 54.6295169,22.5953718 54.6292296,22.5958425 54.6289749,22.5963797 54.6286047,22.5968299 54.6282197,22.5971727 54.6278613,22.5974592 54.6274792,22.5976741 54.6271209,22.5977917 54.6268721,22.5979094 54.6264752,22.5979708 54.6260872,22.5979657 54.6257259,22.5979043 54.6251749,22.5975717 54.6240168,22.5971368 54.6225388,22.5965531 54.6205533,22.5964564 54.6201843)"				disused					way	"623797611"
"LINESTRING (22.1867807 54.5846002,22.1879819 54.5846386)"				rail		spur			way	"624670764"
"LINESTRING (22.5878477 54.6303098,22.5881319 54.6303457,22.5889885 54.6304237,22.5895386 54.6304676,22.590203 54.6305046,22.5905547 54.6305175,22.5920851 54.6305694)"	"2"			rail	"1520"				way	"623797600"
"LINESTRING (22.5865711 54.6301798,22.5873804 54.6302974,22.5879223 54.6303614,22.5884571 54.6304192,22.589245 54.6304935,22.5899402 54.6305347,22.5907764 54.6305817,22.5916738 54.6306148,22.5928863 54.6306344)"	"1"			rail	"1520"				way	"623797595"
"LINESTRING (22.5863237 54.6298959,22.5864737 54.6299279,22.587062 54.6300703,22.5875647 54.6301673,22.5879996 54.6302354,22.5883276 54.6302725)"				rail		siding			way	"623797594"
"LINESTRING (22.2063163 54.5850771,22.2083824 54.5851517,22.2112866 54.5852356,22.212881 54.585284,22.2138242 54.5853126,22.2144234 54.5853275)"				rail	"1520"	spur			way	"624353928"
"LINESTRING (22.1930855 54.5845317,22.1936477 54.5845463,22.1942767 54.5845689,22.19552 54.5845959,22.1975427 54.5846577,22.201313 54.5847845,22.202304 54.584828,22.2029822 54.5848577,22.2039949 54.5849446)"	"4"			rail	"1520"	siding			way	"624670757"
"LINESTRING (22.5796057 54.6288613,22.5804012 54.6290767,22.5808539 54.629184,22.5814636 54.6293161,22.5821873 54.6294585,22.5828754 54.6295823,22.5852498 54.6300611,22.5856906 54.6301344,22.5859437 54.6301695,22.5866995 54.6302314,22.5873804 54.6302974)"				rail		siding			way	"623784068"
"LINESTRING (22.0421691 54.587242,22.0438966 54.5871894)"				rail	"1520"		yes		way	"624741695"
"LINESTRING (22.5883276 54.6302725,22.5890155 54.630367)"				rail		siding			way	"623797608"
"LINESTRING (22.2039416 54.5849746,22.2042349 54.5849931,22.2048197 54.5850176,22.2051401 54.5850303,22.2056581 54.5850495,22.2063163 54.5850771)"				rail	"1520"	siding			way	"624670752"
"LINESTRING (22.1927647 54.5844774,22.1936449 54.5844518,22.1941533 54.5844407,22.1955001 54.5844744,22.2008658 54.5846596,22.201753 54.5846919,22.2025496 54.5847338,22.202691 54.5847473,22.2033672 54.5848116,22.2043282 54.5849205,22.2048938 54.5849712)"	"5"			rail	"1520"	siding			way	"624670759"
"LINESTRING (22.2842026 54.5907134,22.2846982 54.5908435)"				rail	"1520"		yes		way	"624348891"
"LINESTRING (22.5768082 54.628188,22.5776057 54.6283395,22.5816033 54.6291166,22.584844 54.6297643,22.5867836 54.6301436,22.5873924 54.630249,22.5878477 54.6303098)"				rail	"1520"				way	"623784055"
"LINESTRING (22.586027 54.629669,22.5864523 54.6298226,22.5869265 54.6299939)"				rail		siding			way	"623797590"
"LINESTRING (22.5964564 54.6201843,22.5939787 54.6111726,22.5925196 54.6065484,22.5922223 54.6052708)"				disused					way	"623797613"
"LINESTRING (22.5684674 54.6268882,22.5687442 54.6269106,22.5693484 54.6269606,22.5700924 54.6270433,22.5706489 54.6271105,22.5712293 54.6271931,22.5718721 54.6273034,22.5729525 54.6275016,22.573878 54.6276893,22.5746756 54.6278444,22.5753546 54.6279712,22.5755893 54.628015)"				rail	"1520"				way	"623784053"
"LINESTRING (20.5606664 54.5860996,20.5603264 54.5863149,20.5600347 54.5865309,20.5599401 54.586601,20.5597099 54.5868515,20.5595462 54.587105,20.559321 54.5877483,20.5586614 54.5894862,20.558126 54.5907491,20.5580562 54.5910681,20.5580342 54.5912766)"				rail		spur			way	"623451679"
"LINESTRING (22.5883276 54.6302725,22.5891447 54.6303249,22.589728 54.6303525,22.5902221 54.6303542,22.5907459 54.6303421,22.5911298 54.6303197,22.5916893 54.6302629,22.5922488 54.6301578,22.5926565 54.6300492,22.5930255 54.6299011,22.5937309 54.6295445,22.5943027 54.629235,22.594923 54.6288429,22.595579 54.6284301)"				rail		spur			way	"623797603"
"LINESTRING (20.1950783 54.7394986,20.195984 54.7393729)"				rail		siding			way	"625014991"
"LINESTRING (22.7213064 54.6334292,22.7226743 54.6337801,22.7233556 54.6339524,22.7412379 54.6385117,22.7426863 54.638878,22.7432775 54.6390291,22.7435794 54.6391062,22.7444324 54.6393142)"	"5"			rail	"1520"	siding			way	"631349947"
"LINESTRING (22.5780849 54.6282742,22.5786517 54.62834,22.5791999 54.6284217)"				rail		siding			way	"623784059"
"LINESTRING (22.5760225 54.6280399,22.5767495 54.628133,22.5771345 54.6281887)"				rail					way	"623784057"
"LINESTRING (22.5920851 54.6305694,22.5956339 54.6305674,22.599747 54.6305596,22.6030371 54.6305379,22.6096271 54.6305314,22.6131548 54.6305172,22.6166655 54.6305187,22.6203427 54.630508,22.6245794 54.6304943,22.6300632 54.6304748,22.6339412 54.6304646,22.6381742 54.630448,22.6420313 54.6304488,22.6473986 54.6304309,22.6532967 54.6304126,22.6580555 54.6303943,22.6621437 54.6303908,22.6672027 54.6303709,22.6722833 54.6303564,22.6751857 54.6303641,22.6798488 54.6303303,22.685892 54.6303186,22.6921275 54.6302921,22.6937755 54.6302807,22.6976597 54.6302628,22.6995025 54.6302695,22.7008072 54.6302883,22.7023354 54.6303614,22.7036463 54.6304682,22.7045774 54.6305648,22.7055078 54.6306687,22.7078233 54.6309388,22.7101773 54.6312113,22.7115877 54.6313939,22.7129981 54.6316112,22.7140979 54.6318008,22.7151803 54.632013,22.7158856 54.6321624,22.7168083 54.6323596)"				rail	"1520"				way	"623801155"
"LINESTRING (22.573878 54.6276893,22.5746101 54.6278737,22.5753226 54.62801,22.5755711 54.6280558)"				rail		siding			way	"623784048"
"LINESTRING (22.5729525 54.6275016,22.5737233 54.6276179)"				rail		crossover			way	"623784046"
"LINESTRING (22.5928863 54.6306344,22.5938666 54.6306253,22.5988684 54.6305949,22.6020628 54.6305816,22.6068532 54.630572,22.6100612 54.6305638,22.6155311 54.6305499,22.6192282 54.6305396,22.6230429 54.6305354,22.6288078 54.6305107,22.6334711 54.6305003,22.6381664 54.630488,22.6417423 54.6304838,22.6454323 54.6304756,22.6470473 54.6304735,22.6513433 54.6304611,22.6544165 54.6304487,22.6576751 54.6304364,22.6608944 54.6304322,22.6631547 54.630426,22.6672369 54.6304074,22.670991 54.6303971,22.6736292 54.6303909,22.6777185 54.6303765,22.6854121 54.6303496,22.6920398 54.630329,22.6937955 54.6303163,22.6990204 54.6303022,22.7002825 54.6303146,22.7011845 54.6303435,22.7022754 54.6303951,22.7032451 54.6304694,22.7045749 54.6305953,22.7061543 54.6307748,22.7075269 54.630942,22.7094521 54.6311628,22.711855 54.6314785,22.7131599 54.6316787,22.7139568 54.6318252,22.7150623 54.6320347)"				rail	"1520"				way	"623797619"
"LINESTRING (20.5618084 54.5863294,20.561606 54.5866353,20.5614778 54.5868952,20.5611874 54.5876376,20.5606108 54.58912,20.5594321 54.5920969,20.5590605 54.5930669,20.5589353 54.5935941)"				rail		siding			way	"623761248"
"LINESTRING (22.5755893 54.628015,22.5763992 54.6281713,22.5776408 54.6284302,22.5795838 54.62881,22.5853944 54.6299715,22.5860292 54.6300931,22.5865711 54.6301798)"				rail	"1520"				way	"623784052"
"LINESTRING (22.5755711 54.6280558,22.5763635 54.6282092,22.5775081 54.6284467,22.5796057 54.6288613,22.5858885 54.6301141,22.5862253 54.6301695,22.5866995 54.6302314)"				rail		siding			way	"623784051"
"LINESTRING (22.5743149 54.6277257,22.5750407 54.6278272,22.575416 54.6278947,22.5758713 54.6279717,22.5765816 54.628069,22.5771496 54.6281407,22.5780849 54.6282742,22.5789146 54.6284333)"				rail		siding			way	"623784049"
"LINESTRING (20.5631031 54.5832239,20.563365 54.5828145,20.5636183 54.582372,20.5636407 54.5823167,20.5640038 54.5814189,20.564213 54.5807359,20.5643084 54.5803168,20.5643488 54.5799806,20.5644002 54.5795615,20.5644149 54.5790381,20.5643525 54.5782891)"				rail		spur			way	"623451678"
"LINESTRING (21.8316071 54.6277328,21.8278977 54.6277016,21.8271008 54.6277157,21.8266529 54.6277421,21.8261325 54.6277871,21.8255854 54.6278368,21.822187 54.6282219)"				rail	"1520"	yard			way	"617594943"
"LINESTRING (22.5771345 54.6281887,22.578205 54.6283864,22.579304 54.6286046,22.5814948 54.6290411,22.5868269 54.6301059,22.5873778 54.6302023,22.5878661 54.630269)"				rail					way	"623784058"
"LINESTRING (20.1190151 54.6711281,20.118868 54.6706798,20.1188282 54.6704565,20.1187921 54.6702634)"				rail		siding			way	"623439215"
"LINESTRING (21.8130031 54.6297544,21.8135449 54.6297854,21.8139312 54.6298211,21.8148833 54.6299298)"				rail	"1520"	siding			way	"586369615"
"LINESTRING (22.571393 54.6271329,22.5725745 54.6273465,22.573384 54.6275015,22.5740804 54.6276342,22.5750407 54.6278272)"				rail		spur			way	"623784044"
"LINESTRING (22.5790617 54.6283599,22.5799591 54.6284142,22.5809538 54.6284823,22.5813852 54.6285443,22.5818166 54.6286371,22.5823406 54.6287878)"				rail		siding			way	"623784067"
"LINESTRING (20.5620519 54.5855248,20.5619157 54.5858736,20.5618879 54.5859448,20.5616573 54.5863359,20.5614694 54.5866947,20.5613028 54.5871278,20.5610978 54.5876252)"				rail		siding			way	"623761247"
"LINESTRING (20.5016255 54.7187959,20.501709 54.7186459,20.5017931 54.7184997,20.5020494 54.718054,20.5023132 54.7175599,20.5028861 54.7165303,20.5028905 54.7165223,20.5030723 54.7161955,20.5030771 54.716187,20.5031764 54.7160084,20.5032367 54.7159335,20.5032841 54.7158747,20.5033119 54.7158512,20.5041873 54.7151126,20.5042146 54.7150896,20.5042765 54.7150468,20.5056244 54.7141155,20.5069169 54.7132225,20.5072801 54.7129715,20.5086985 54.7119915,20.5088696 54.7118733,20.5091125 54.7116876,20.5091572 54.7116535,20.5091894 54.7116469,20.5092327 54.711638,20.5093029 54.7116236,20.5093297 54.7116139,20.5093668 54.7116005,20.5095369 54.7115393,20.5095772 54.7115251,20.5096195 54.7115102,20.5107082 54.7113351,20.5108922 54.7113047,20.5117936 54.7111557,20.5123905 54.7110571)"				tram					way	"570723942"
